"","newTarget","Marital.status","Application.mode","Application.order","Course","Day.eve.attendance","Previous.qualification","Nationality","Mother.qualification","Father.qualification","Mother.occupation","Father.occupation","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","Fsem.without.eval","Ssem.credit","Ssem.enrolled","Ssem.eval","Ssem.grade","Ssem.without.eval","Unemployment.rate","Inflation.rate","GDP"
"1102","0",1,8,1,8,1,1,1,13,14,10,10,1,0,0,0,0,0,22,0,0,2,2,0,2,9.4,-0.8,-3.12
"1105","1",1,1,1,10,1,1,1,13,14,1,6,1,0,0,1,0,0,19,0,0,6,8,11.6,0,7.6,2.6,0.32
"1106","0",1,1,4,2,1,1,1,22,28,10,10,1,0,0,1,0,0,19,0,0,0,0,0,0,10.8,1.4,1.74
"1107","0",1,1,2,12,1,1,1,19,24,1,1,1,0,0,1,0,1,20,1,0,8,8,14.90142857,1,9.4,-0.8,-3.12
"1108","1",1,1,3,12,1,1,1,23,14,9,9,1,0,1,1,0,1,18,0,0,8,9,12.44555556,0,15.5,2.8,-4.06
"1109","0",1,16,1,17,0,16,1,13,27,6,10,0,0,0,0,0,0,22,0,5,5,5,10.6,0,8.9,1.4,3.51
"1110","1",1,8,4,6,1,1,1,13,26,12,8,1,0,0,1,0,0,20,0,0,5,9,12.66666667,0,7.6,2.6,0.32
"1111","1",1,15,1,4,1,14,1,23,28,7,7,0,0,0,1,0,0,19,0,0,6,7,12.66666667,0,12.4,0.5,1.79
"1112","1",1,1,5,12,1,1,1,1,14,7,8,1,0,0,1,0,1,19,0,0,8,10,13.32857143,0,12.4,0.5,1.79
"1115","1",1,1,1,12,1,1,1,13,14,10,8,0,0,0,1,0,1,19,0,0,8,10,14.05142857,0,15.5,2.8,-4.06
"1116","1",1,9,1,12,1,1,1,23,27,10,8,1,0,0,1,0,0,19,0,0,8,8,13.11625,0,9.4,-0.8,-3.12
"1117","0",1,1,1,5,1,1,1,3,28,2,10,1,0,0,0,0,0,19,0,0,6,0,0,0,10.8,1.4,1.74
"1118","1",1,1,1,12,1,1,1,23,14,10,6,0,0,0,1,0,0,20,0,0,8,8,13.57142857,0,13.9,-0.3,0.79
"1120","1",1,8,1,12,1,1,1,13,28,6,10,1,0,0,1,0,1,20,0,0,7,7,12.33333333,0,7.6,2.6,0.32
"1122","1",1,1,3,14,1,1,1,1,1,6,6,0,0,0,1,0,0,20,0,0,5,6,13.2,0,7.6,2.6,0.32
"1123","1",1,13,1,12,1,1,1,1,14,5,9,1,0,0,1,0,0,21,0,5,8,8,13.49375,0,15.5,2.8,-4.06
"1124","1",1,15,1,4,1,14,1,22,28,10,10,0,0,1,1,0,1,19,0,0,6,11,13,0,15.5,2.8,-4.06
"1125","1",1,1,1,15,1,1,1,23,27,10,10,0,0,0,1,0,1,19,0,0,6,6,13.5,0,16.2,0.3,-0.92
"1126","1",1,1,2,14,1,1,1,22,28,10,10,0,0,0,1,0,1,21,0,0,5,5,13,0,9.4,-0.8,-3.12
"1127","1",1,12,1,12,1,3,1,3,27,3,11,0,0,0,1,0,0,28,0,1,8,9,16.58222222,0,15.5,2.8,-4.06
"1128","1",1,1,1,10,1,1,1,22,28,10,10,1,0,1,0,0,1,19,0,0,6,8,11,0,10.8,1.4,1.74
"1129","1",1,1,1,9,1,1,1,22,27,10,7,0,0,0,1,0,1,18,0,0,5,6,13.6,0,12.4,0.5,1.79
"1130","1",5,8,5,12,1,1,1,22,28,6,9,1,0,0,1,0,1,18,0,0,8,8,12.11428571,0,12.7,3.7,-1.7
"1131","1",1,1,3,12,1,1,1,13,27,8,8,1,0,0,1,0,1,18,0,0,8,8,13.05875,0,9.4,-0.8,-3.12
"1132","1",1,13,1,12,1,1,1,1,2,10,4,1,0,0,1,0,0,22,0,4,8,8,13.28571429,0,12.7,3.7,-1.7
"1134","1",1,1,1,12,1,1,1,13,1,10,6,0,0,0,1,0,1,18,0,0,8,8,15.1625,0,13.9,-0.3,0.79
"1135","0",1,8,1,11,1,1,1,22,27,6,7,0,0,0,0,0,0,20,0,0,6,0,0,0,15.5,2.8,-4.06
"1136","0",1,15,1,2,1,14,1,22,27,6,7,0,0,0,0,0,0,26,0,3,10,12,11,0,12.4,0.5,1.79
"1137","1",1,1,3,5,1,1,1,22,28,10,10,1,0,0,1,0,1,18,0,0,6,8,13.625,0,10.8,1.4,1.74
"1138","0",1,1,1,11,1,1,1,1,28,5,10,1,0,0,1,0,1,21,0,0,6,11,11.66666667,0,10.8,1.4,1.74
"1139","1",1,8,4,12,1,1,1,23,27,4,4,1,0,0,1,0,0,18,0,0,8,8,13.29714286,0,10.8,1.4,1.74
"1140","1",1,1,1,6,1,1,1,13,14,5,7,1,0,0,1,0,0,20,0,0,6,9,14.25,0,15.5,2.8,-4.06
"1141","1",1,1,6,12,1,1,1,23,14,6,7,1,0,0,1,0,0,18,0,0,8,13,12.83333333,0,15.5,2.8,-4.06
"1143","0",1,1,1,14,1,1,1,1,1,3,3,1,0,0,1,0,0,20,0,0,5,5,13.75,0,7.6,2.6,0.32
"1144","1",1,1,1,16,1,1,1,13,14,10,6,0,0,1,1,0,1,18,0,0,6,7,12.57142857,0,12.7,3.7,-1.7
"1146","1",1,1,2,3,0,1,1,13,9,1,1,1,0,0,1,0,0,22,0,0,6,9,12.2,0,7.6,2.6,0.32
"1148","1",1,16,1,17,0,1,1,13,28,6,8,0,0,0,1,0,0,21,0,1,5,5,11.4,0,8.9,1.4,3.51
"1150","1",1,1,1,12,1,1,1,13,14,5,5,0,0,0,1,0,0,18,0,0,8,8,13.48571429,0,12.7,3.7,-1.7
"1151","1",1,1,1,5,1,1,1,10,14,5,6,0,1,0,1,0,1,18,0,0,6,8,11.28571429,0,8.9,1.4,3.51
"1152","0",1,8,1,2,1,1,1,22,27,10,2,1,0,0,1,0,0,19,0,0,0,0,0,0,15.5,2.8,-4.06
"1153","1",1,8,3,9,1,1,1,1,14,4,6,1,0,0,1,0,0,19,0,0,5,11,14.42857143,0,10.8,1.4,1.74
"1155","1",1,1,3,12,1,1,1,1,27,8,8,1,0,0,1,0,0,19,0,0,8,11,13.25857143,0,10.8,1.4,1.74
"1157","0",1,8,1,11,1,1,1,23,27,10,8,1,0,0,0,0,0,19,0,0,6,15,10,0,10.8,1.4,1.74
"1158","1",1,7,4,11,1,1,1,23,27,10,8,1,0,0,1,0,1,21,0,0,6,6,12.5,0,8.9,1.4,3.51
"1159","1",1,1,2,15,1,1,14,1,27,10,8,0,0,0,1,0,1,20,0,0,6,9,11.83333333,0,15.5,2.8,-4.06
"1160","1",1,1,1,9,1,1,1,13,14,4,10,1,0,0,1,0,1,20,0,0,5,7,13.28571429,0,11.1,0.6,2.02
"1161","1",1,12,1,17,0,12,1,22,27,10,10,0,0,0,1,0,0,41,0,0,5,6,11.8,1,7.6,2.6,0.32
"1163","1",1,8,3,12,1,1,1,23,1,10,6,1,0,0,1,0,0,18,0,0,8,8,14.65285714,0,10.8,1.4,1.74
"1164","1",4,12,1,3,0,1,1,22,27,4,5,0,0,0,1,0,1,35,0,0,6,6,11.33333333,0,15.5,2.8,-4.06
"1165","0",1,12,1,12,1,1,1,22,27,10,10,0,0,1,0,0,0,32,0,0,7,7,0,0,16.2,0.3,-0.92
"1166","1",1,12,1,3,0,15,1,13,27,6,10,0,0,0,1,0,0,37,0,4,8,8,14.75,0,12.4,0.5,1.79
"1167","0",2,12,2,9,1,3,1,3,27,10,10,0,0,0,1,0,0,30,0,3,8,12,11.14285714,0,12.7,3.7,-1.7
"1168","1",1,14,2,15,1,1,1,13,14,1,1,0,0,0,1,1,0,23,0,0,6,11,13,0,7.6,2.6,0.32
"1169","0",1,8,2,15,1,1,1,3,1,3,8,1,0,0,1,0,1,20,0,0,6,7,13.85714286,0,15.5,2.8,-4.06
"1170","1",1,1,1,14,1,1,1,13,27,6,8,0,0,0,1,1,0,21,0,0,5,6,11.75,0,9.4,-0.8,-3.12
"1171","1",1,1,1,9,1,1,1,23,14,6,8,0,0,0,1,1,0,19,0,0,5,5,13.2,0,12.4,0.5,1.79
"1172","1",1,8,4,12,1,1,1,1,14,5,4,1,0,0,1,1,1,18,0,0,8,8,15.07,0,10.8,1.4,1.74
"1173","0",1,13,1,7,1,1,1,19,24,1,1,0,0,0,1,1,0,18,0,0,5,7,12,0,10.8,1.4,1.74
"1175","1",1,9,1,14,1,1,1,1,27,10,10,1,0,0,1,1,0,22,0,0,6,11,12.6,0,12.7,3.7,-1.7
"1176","0",1,8,4,11,1,1,1,13,1,6,6,1,0,0,1,1,0,18,0,0,6,7,11.25,0,16.2,0.3,-0.92
"1177","1",1,7,2,10,1,1,1,22,27,6,7,1,0,0,1,0,0,18,0,0,6,11,12.16666667,0,9.4,-0.8,-3.12
"1178","1",1,1,2,5,1,1,17,2,1,10,2,1,0,0,1,1,0,21,0,0,6,6,14.2,0,16.2,0.3,-0.92
"1179","0",4,12,1,12,1,1,1,22,27,10,10,0,0,1,1,0,0,38,0,0,7,14,10,0,16.2,0.3,-0.92
"1180","1",1,9,1,13,1,1,1,23,27,10,10,0,0,0,1,0,1,19,0,0,8,11,12.5125,0,12.7,3.7,-1.7
"1181","0",6,12,1,12,1,1,1,22,27,10,10,0,0,0,1,0,0,36,0,0,7,14,12.33333333,0,16.2,0.3,-0.92
"1182","1",1,7,1,6,1,1,1,1,1,10,10,1,0,0,1,0,0,18,1,0,5,10,10.5,0,12.7,3.7,-1.7
"1183","1",1,1,3,12,1,1,1,13,14,6,6,1,0,0,1,0,0,19,0,0,8,12,11.9,0,12.4,0.5,1.79
"1184","0",1,17,1,6,1,16,1,13,28,10,10,0,0,1,0,0,0,21,0,4,9,17,13.2,0,8.9,1.4,3.51
"1186","1",1,1,1,10,1,1,1,13,14,10,10,0,0,0,1,0,1,18,0,0,6,8,12.28571429,0,16.2,0.3,-0.92
"1188","0",1,8,1,9,1,1,1,22,27,10,8,1,0,0,1,0,0,20,0,0,5,10,11,0,7.6,2.6,0.32
"1189","1",1,8,1,11,1,1,1,13,1,6,8,1,0,1,1,0,0,18,0,0,6,10,11.5,0,13.9,-0.3,0.79
"1190","1",1,1,1,14,1,1,1,1,14,5,5,0,0,0,1,0,1,18,0,0,6,7,13.14285714,0,11.1,0.6,2.02
"1191","0",1,4,2,8,1,3,1,19,24,1,1,0,0,0,1,0,0,25,4,0,5,9,0,3,10.8,1.4,1.74
"1192","1",1,1,6,12,1,1,1,1,1,5,5,1,0,0,1,0,0,19,0,0,8,9,12.04142857,0,10.8,1.4,1.74
"1193","1",1,1,1,2,1,1,1,13,14,8,8,1,0,0,1,0,1,18,0,0,0,0,0,0,13.9,-0.3,0.79
"1194","1",1,4,1,11,1,15,1,1,1,4,7,0,0,0,1,0,0,39,0,9,12,16,14.58333333,0,13.9,-0.3,0.79
"1195","1",2,12,1,4,1,1,1,23,27,10,10,0,0,0,1,0,0,29,0,11,13,13,15.30769231,0,15.5,2.8,-4.06
"1197","0",1,4,1,5,1,3,1,22,2,10,4,0,0,0,0,0,0,23,0,0,6,0,0,0,10.8,1.4,1.74
"1198","0",1,13,1,16,1,1,1,1,27,6,6,1,0,0,1,0,0,21,0,0,6,13,10.33333333,0,12.7,3.7,-1.7
"1199","1",1,1,1,10,1,1,1,1,14,5,5,0,0,0,0,0,0,18,0,0,6,6,15.16666667,0,10.8,1.4,1.74
"1200","1",1,4,1,6,1,15,1,1,14,6,6,1,0,0,1,0,0,23,0,0,6,8,16.375,0,12.4,0.5,1.79
"1201","1",1,1,1,8,1,1,1,1,14,5,5,0,0,0,1,0,0,18,0,0,6,7,14.71428571,0,11.1,0.6,2.02
"1202","1",2,12,1,3,0,12,1,22,27,5,9,0,0,0,1,0,0,32,0,0,6,7,12.16666667,0,9.4,-0.8,-3.12
"1203","0",2,12,2,9,1,1,1,13,27,10,8,0,0,1,0,0,0,29,0,0,5,14,14.8,0,10.8,1.4,1.74
"1204","1",1,1,6,10,1,1,1,1,28,32,35,1,0,1,1,0,1,20,0,0,6,8,11.75,0,8.9,1.4,3.51
"1205","0",1,12,1,10,1,1,1,19,24,1,1,1,0,0,0,0,0,28,0,0,6,12,0,0,9.4,-0.8,-3.12
"1206","1",1,4,1,9,1,3,1,23,28,2,10,0,0,0,1,0,0,27,0,0,5,11,13.625,0,10.8,1.4,1.74
"1207","1",1,14,2,12,1,1,1,22,24,12,1,0,0,1,1,0,0,22,2,11,14,14,12.33333333,2,7.6,2.6,0.32
"1209","0",1,4,1,3,0,3,1,22,28,1,6,0,0,0,0,0,0,28,0,0,6,0,0,0,12.7,3.7,-1.7
"1210","0",2,12,1,4,1,1,1,22,27,10,10,0,0,1,0,0,0,43,0,0,6,13,10.5,0,8.9,1.4,3.51
"1211","0",1,14,1,13,1,1,1,22,27,10,10,1,0,0,0,0,0,32,7,0,8,8,0,7,10.8,1.4,1.74
"1213","1",4,12,1,12,1,12,1,23,1,10,5,0,0,0,1,0,1,35,1,0,8,9,13.63,1,9.4,-0.8,-3.12
"1214","1",1,1,1,14,1,1,1,22,27,1,1,1,0,0,1,0,0,21,0,0,5,7,11.5,1,7.6,2.6,0.32
"1216","1",1,1,1,12,1,1,1,3,28,4,8,0,0,0,1,0,1,18,0,0,8,9,16.37777778,0,16.2,0.3,-0.92
"1217","1",1,8,4,10,1,1,1,13,14,6,9,1,0,0,1,0,0,18,0,0,6,11,12,0,16.2,0.3,-0.92
"1218","1",1,15,1,3,0,14,1,13,27,8,7,1,0,0,1,0,0,22,0,2,6,7,13.28571429,0,12.4,0.5,1.79
"1219","1",1,1,2,12,1,1,1,1,1,5,11,1,0,0,1,0,0,19,0,0,8,8,12.76428571,0,10.8,1.4,1.74
"1220","1",1,9,2,9,1,1,1,13,28,10,8,1,0,0,1,0,1,18,0,0,5,6,12.16666667,0,13.9,-0.3,0.79
"1221","0",1,1,2,2,1,1,1,24,1,4,5,1,0,1,1,0,0,19,0,0,0,0,0,0,12.4,0.5,1.79
"1222","1",1,1,1,12,1,1,1,13,1,10,6,0,0,0,1,0,1,18,0,0,8,9,15.68333333,0,11.1,0.6,2.02
"1223","0",2,12,1,17,0,12,1,13,29,6,4,0,0,1,0,0,0,31,0,0,5,7,0,0,16.2,0.3,-0.92
"1224","1",2,12,1,3,0,12,1,1,14,2,6,0,0,1,1,0,1,33,0,0,6,7,12.5,0,9.4,-0.8,-3.12
"1225","1",1,1,3,12,1,1,1,13,28,8,8,1,0,0,1,0,1,19,0,0,8,8,13.57625,0,9.4,-0.8,-3.12
"1226","1",1,8,1,10,1,1,1,23,28,8,8,1,0,0,1,0,1,18,0,0,6,6,15.83333333,0,12.7,3.7,-1.7
"1227","1",1,1,1,9,1,1,1,7,14,5,4,0,0,0,1,0,0,23,0,0,5,8,11.6,0,7.6,2.6,0.32
"1228","1",1,8,1,10,1,1,1,23,28,6,8,1,0,0,1,0,0,20,0,0,6,6,12,0,9.4,-0.8,-3.12
"1229","1",1,1,5,12,1,1,1,23,28,5,9,1,0,0,1,0,0,18,0,0,8,8,13.76375,0,9.4,-0.8,-3.12
"1231","1",1,1,1,10,1,1,1,13,28,6,7,0,0,0,1,0,1,22,0,0,6,10,12.2,0,12.7,3.7,-1.7
"1232","1",1,1,1,10,1,1,1,1,14,5,5,1,0,1,1,0,0,20,0,0,6,7,11.66666667,0,9.4,-0.8,-3.12
"1233","1",1,4,1,12,1,3,1,13,28,5,11,1,0,0,1,0,0,23,0,1,7,8,14.35714286,0,7.6,2.6,0.32
"1234","1",1,8,2,15,1,1,1,3,1,5,6,1,0,0,1,0,0,19,0,0,6,6,12.66666667,0,16.2,0.3,-0.92
"1235","1",1,8,6,12,1,1,1,1,27,2,2,1,0,0,1,0,0,19,0,0,8,8,13.92571429,0,10.8,1.4,1.74
"1236","0",1,12,1,17,0,1,1,13,28,8,5,0,0,0,1,0,0,26,0,0,5,9,11,0,10.8,1.4,1.74
"1237","1",1,1,6,12,1,1,1,1,27,5,4,1,0,0,1,0,0,18,0,0,8,9,13.74444444,0,16.2,0.3,-0.92
"1238","0",1,9,1,7,1,1,1,1,27,8,8,1,0,0,1,1,0,18,0,0,5,5,0,0,9.4,-0.8,-3.12
"1239","1",1,15,1,4,1,14,1,23,27,10,10,1,0,0,1,1,0,20,0,0,6,10,13.2,0,16.2,0.3,-0.92
"1240","0",1,1,1,14,1,1,1,3,1,5,5,0,0,0,1,1,0,19,0,0,6,6,0,0,15.5,2.8,-4.06
"1241","0",1,14,1,17,0,1,1,22,27,10,10,0,0,0,0,1,0,32,0,4,4,4,11,0,10.8,1.4,1.74
"1242","0",2,12,1,8,1,1,1,13,14,5,5,0,0,0,0,1,0,31,2,0,5,9,11.66666667,0,9.4,-0.8,-3.12
"1244","1",1,13,1,6,1,14,1,13,3,10,2,1,0,0,1,0,0,21,0,2,6,10,13,0,16.2,0.3,-0.92
"1245","0",2,14,1,17,0,1,1,22,27,5,10,0,0,0,0,0,0,31,0,0,5,6,10,0,12.7,3.7,-1.7
"1246","0",2,12,1,16,1,1,1,22,27,6,6,0,0,0,1,0,0,34,0,0,7,7,13,0,16.2,0.3,-0.92
"1247","1",1,1,1,10,1,1,1,13,14,10,10,0,0,0,1,0,1,18,0,0,6,9,12.83333333,0,11.1,0.6,2.02
"1248","0",1,1,3,10,1,1,1,13,14,10,10,1,0,1,1,0,0,19,0,0,6,0,0,0,12.4,0.5,1.79
"1250","0",1,1,2,16,1,1,1,23,27,6,4,1,0,0,0,0,0,18,0,0,6,10,11.8,0,9.4,-0.8,-3.12
"1251","1",1,1,1,11,1,1,1,13,29,5,9,1,0,0,1,0,0,20,0,0,6,6,16,0,11.1,0.6,2.02
"1252","1",1,14,1,15,1,1,1,23,27,10,6,1,0,0,1,0,0,20,0,0,6,7,12.85714286,0,15.5,2.8,-4.06
"1253","1",1,8,3,14,1,1,1,23,28,8,9,1,1,0,1,0,1,18,0,0,6,11,12.33333333,0,11.1,0.6,2.02
"1254","1",1,1,1,10,1,1,1,23,28,8,9,1,0,0,1,0,0,19,0,0,6,7,11.33333333,0,7.6,2.6,0.32
"1255","1",1,14,1,6,1,1,1,13,14,6,2,1,0,0,1,0,0,19,5,0,5,7,14.75,1,12.7,3.7,-1.7
"1256","0",4,12,1,8,1,1,1,3,1,6,6,1,0,0,1,0,1,30,0,0,6,16,10,0,11.1,0.6,2.02
"1257","1",1,8,1,10,1,1,1,13,28,6,6,1,0,0,1,0,0,19,0,0,6,7,12.85714286,0,11.1,0.6,2.02
"1258","1",1,1,3,13,1,1,1,23,27,8,8,1,0,0,1,0,0,19,0,0,8,8,13.8,0,12.7,3.7,-1.7
"1259","1",1,1,4,12,1,1,1,1,27,5,8,1,0,0,1,0,1,19,0,0,8,8,13.6,0,12.7,3.7,-1.7
"1260","1",1,1,1,6,1,1,1,13,28,10,10,1,0,0,1,0,0,19,0,0,6,8,15.875,0,12.4,0.5,1.79
"1261","1",1,1,3,10,1,1,1,1,1,4,4,1,0,0,1,0,0,20,0,0,6,7,11.5,0,7.6,2.6,0.32
"1262","0",1,13,1,7,1,1,1,13,27,10,4,0,0,1,1,1,0,25,0,2,6,7,14,0,13.9,-0.3,0.79
"1263","0",1,1,2,15,1,1,1,13,14,10,10,0,0,0,1,1,0,19,0,0,6,0,0,0,12.4,0.5,1.79
"1264","1",2,12,1,16,1,1,1,22,14,8,4,0,0,1,1,0,1,34,0,0,6,10,16.2,0,9.4,-0.8,-3.12
"1265","1",1,9,2,12,1,1,1,23,27,10,6,1,0,0,1,0,1,18,0,0,8,8,11.78571429,0,12.7,3.7,-1.7
"1266","1",1,1,6,12,1,1,1,1,1,5,6,1,0,0,1,0,1,18,0,0,8,8,13.42375,0,9.4,-0.8,-3.12
"1267","1",1,1,1,14,1,1,1,23,28,10,11,0,0,0,1,0,0,20,0,0,6,10,14.16666667,0,11.1,0.6,2.02
"1268","1",1,8,2,12,1,1,1,13,27,10,8,1,0,0,1,0,1,20,0,0,8,8,12.46428571,0,10.8,1.4,1.74
"1270","0",1,12,1,14,1,1,1,22,27,7,7,0,0,0,1,0,0,28,0,0,6,9,0,0,10.8,1.4,1.74
"1271","1",1,8,1,15,1,1,1,22,14,10,11,0,0,0,1,0,0,18,0,0,6,10,12.42857143,0,15.5,2.8,-4.06
"1272","1",1,14,1,9,1,1,1,13,28,10,10,1,0,0,1,0,0,19,0,0,5,6,12.4,0,16.2,0.3,-0.92
"1273","0",2,1,1,9,1,1,1,23,27,10,9,1,0,0,1,0,0,34,0,0,5,6,12,0,7.6,2.6,0.32
"1274","0",2,16,1,16,1,1,1,22,27,8,9,0,0,0,1,0,0,35,0,0,6,0,0,0,8.9,1.4,3.51
"1275","1",1,4,1,17,0,15,1,22,27,10,8,0,0,0,1,0,0,32,0,0,5,8,12.33333333,0,12.4,0.5,1.79
"1276","1",1,8,2,11,1,1,1,13,14,5,8,1,0,0,1,0,0,19,0,0,6,6,13.5,0,11.1,0.6,2.02
"1277","1",1,8,5,14,1,1,1,1,14,10,8,1,0,0,1,0,0,18,0,0,6,7,12.66666667,0,11.1,0.6,2.02
"1278","0",2,12,1,9,1,1,1,22,27,10,10,0,0,0,0,0,0,35,1,0,5,8,11.8,0,9.4,-0.8,-3.12
"1279","0",1,12,1,3,0,1,1,1,10,5,6,0,0,0,1,1,1,24,0,0,6,10,11.5,0,12.4,0.5,1.79
"1280","1",1,8,1,10,1,1,1,13,27,10,10,1,0,0,1,0,1,20,0,0,6,8,12.625,0,13.9,-0.3,0.79
"1281","1",1,1,3,15,1,1,4,13,14,5,10,1,0,0,1,1,1,18,0,0,6,7,13,0,16.2,0.3,-0.92
"1282","1",1,1,3,12,1,1,1,23,14,8,10,1,0,0,1,1,1,20,0,0,8,8,13.02428571,0,10.8,1.4,1.74
"1283","0",1,8,5,11,1,1,1,1,14,5,8,1,0,0,0,1,0,18,0,0,6,0,0,0,9.4,-0.8,-3.12
"1284","1",1,1,1,7,1,1,1,13,14,5,5,0,0,0,1,1,1,18,0,0,5,8,18.57142857,0,12.4,0.5,1.79
"1285","1",1,1,1,14,1,1,1,13,27,6,8,0,0,0,1,1,1,20,0,0,5,7,11.5,0,9.4,-0.8,-3.12
"1286","0",1,8,2,16,1,1,1,13,28,4,4,1,0,0,1,1,0,19,0,0,7,9,12.5,0,12.4,0.5,1.79
"1288","1",1,1,1,10,1,1,1,13,1,10,10,0,0,0,1,1,0,19,0,0,6,8,11.83333333,0,10.8,1.4,1.74
"1289","1",1,1,1,15,1,1,1,21,27,1,1,1,0,0,1,1,0,20,0,0,6,11,11.5,0,7.6,2.6,0.32
"1290","1",1,1,1,12,1,1,1,13,14,10,8,1,0,0,1,1,0,22,0,0,8,9,13.77142857,0,11.1,0.6,2.02
"1292","1",1,1,1,12,1,1,1,23,28,10,10,0,0,0,1,1,0,19,0,0,8,8,14.28571429,0,12.7,3.7,-1.7
"1293","0",1,15,1,4,1,14,1,1,14,10,8,0,0,0,1,1,0,22,0,0,6,12,10,0,13.9,-0.3,0.79
"1294","1",1,8,5,7,1,1,4,4,10,3,10,1,0,0,1,1,0,20,0,0,5,5,17.6,0,8.9,1.4,3.51
"1295","0",2,12,1,4,1,1,1,1,31,10,4,0,0,1,0,1,0,34,0,0,6,0,0,0,12.4,0.5,1.79
"1296","0",2,12,1,3,0,12,1,1,1,5,5,0,0,0,1,1,0,24,0,0,5,5,0,0,16.2,0.3,-0.92
"1297","0",1,12,2,14,1,1,1,19,24,1,1,1,0,0,1,1,0,26,0,0,5,5,0,0,7.6,2.6,0.32
"1298","0",1,12,1,12,1,1,1,22,27,10,7,0,0,0,1,1,0,35,0,0,7,9,12.38,0,12.4,0.5,1.79
"1299","1",1,1,1,17,0,1,1,2,27,5,10,1,0,0,1,1,0,22,1,0,5,7,11.8,0,7.6,2.6,0.32
"1301","0",1,8,1,9,1,1,1,1,14,4,5,0,0,0,1,1,0,19,0,0,5,5,0,0,8.9,1.4,3.51
"1302","0",1,1,5,11,1,1,1,3,14,4,10,1,0,0,0,1,0,19,0,0,6,0,0,0,8.9,1.4,3.51
"1303","1",1,15,1,2,1,14,1,3,3,3,3,0,0,1,1,1,0,20,0,0,0,0,0,0,15.5,2.8,-4.06
"1304","1",1,16,1,14,1,1,1,3,3,2,11,0,0,1,1,1,0,21,0,2,8,9,13.33333333,0,11.1,0.6,2.02
"1305","1",1,1,2,15,1,1,1,1,14,8,8,1,0,0,1,0,1,19,0,0,6,6,15,0,13.9,-0.3,0.79
"1306","1",1,1,3,15,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,6,7,12.83333333,0,12.7,3.7,-1.7
"1307","1",1,17,1,4,1,16,1,1,28,9,9,0,0,0,1,0,1,23,0,5,10,12,13.3,0,8.9,1.4,3.51
"1308","1",1,8,3,9,1,1,1,13,28,6,8,1,0,0,1,0,1,18,0,0,5,6,12.2,0,12.7,3.7,-1.7
"1309","1",1,9,1,12,1,1,1,22,28,6,8,1,0,0,1,0,0,18,0,0,8,8,13.31428571,0,12.7,3.7,-1.7
"1310","1",1,1,3,12,1,1,1,23,28,10,10,1,0,0,1,0,0,19,0,0,8,8,11.98857143,0,10.8,1.4,1.74
"1311","1",1,17,1,9,1,16,1,1,14,21,37,1,0,0,1,0,0,21,0,3,9,13,12.88888889,0,8.9,1.4,3.51
"1312","1",1,1,1,6,1,1,1,22,27,10,7,1,0,0,1,0,1,18,0,0,6,8,13.875,0,15.5,2.8,-4.06
"1313","1",1,1,1,15,1,1,1,23,27,10,6,1,0,0,1,0,1,24,0,0,6,6,12.83333333,0,10.8,1.4,1.74
"1314","0",1,1,4,12,1,1,1,3,29,3,4,1,0,0,1,0,0,18,0,0,8,9,13.41111111,0,16.2,0.3,-0.92
"1316","1",1,8,2,12,1,1,1,13,27,10,8,1,0,0,1,0,0,20,0,0,8,10,14.65,0,12.4,0.5,1.79
"1318","0",1,1,5,15,1,1,1,19,28,1,9,1,0,0,0,0,1,18,0,0,6,15,10.66666667,0,7.6,2.6,0.32
"1319","0",1,14,1,11,1,1,1,1,14,6,8,0,0,0,1,0,1,19,0,0,6,14,11,0,10.8,1.4,1.74
"1320","1",1,8,2,16,1,1,1,1,28,5,9,1,0,0,1,0,0,19,0,0,6,7,11.2,0,10.8,1.4,1.74
"1321","1",1,1,5,10,1,3,1,1,28,10,4,0,0,1,1,0,0,18,0,0,6,6,12.33333333,0,10.8,1.4,1.74
"1323","1",1,1,5,12,1,1,1,23,28,10,10,1,0,0,1,0,1,18,0,0,8,8,13.76375,0,9.4,-0.8,-3.12
"1324","1",1,8,6,13,1,1,1,23,28,6,6,1,0,0,1,0,1,19,0,0,7,8,12.8,0,11.1,0.6,2.02
"1326","1",1,1,2,12,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,7,7,14.33333333,0,7.6,2.6,0.32
"1328","0",1,8,1,11,1,1,1,19,28,1,8,1,0,1,0,0,0,19,0,0,6,13,0,0,7.6,2.6,0.32
"1329","1",1,1,4,12,1,1,1,1,1,4,4,1,0,0,1,0,0,21,0,0,8,9,14.62222222,0,12.4,0.5,1.79
"1331","1",1,8,3,13,1,1,1,13,28,10,8,0,0,0,1,0,1,18,0,0,8,8,13.9125,0,12.7,3.7,-1.7
"1332","1",1,1,1,12,1,1,1,1,1,4,11,0,0,0,1,0,0,18,0,0,8,9,13.99444444,0,11.1,0.6,2.02
"1333","0",1,1,1,8,1,1,1,3,1,2,4,0,0,0,0,0,0,23,3,1,5,10,12,3,10.8,1.4,1.74
"1335","1",1,1,1,12,1,1,1,23,28,6,6,0,0,0,1,0,0,18,0,0,8,9,13.33333333,0,16.2,0.3,-0.92
"1339","0",1,14,1,8,1,1,1,1,14,10,10,1,0,0,1,0,0,21,1,0,6,13,11,1,15.5,2.8,-4.06
